player,country,games,win_rate,kda,avg_kills,avg_deaths,avg_assists,csm,gpm,kp%,dmg%,dpm,vspm,avg_wpm,avg_wcpm,avg_vwpm,gd@15,csd@15,xpd@15,fb_%,fb_victim,penta_kills,solo_kills
Varry,DE,8,0.375,4.0,3.8,2.5,6.1,8.5,403,0.8320000000000001,25.9,642,0.96,0.47,0.16,0.16,-349,-15,-457,0.375,0.0,0,1
Vasco,PL,6,0.5,3.9,3.2,2.3,5.8,8.4,407,0.54,25.1,749,0.71,0.34,0.13,0.13,930,14,842,0.16699999999999998,0.0,0,5
Vaynedeta,GR,5,0.6,4.4,5.2,2.4,5.4,9.6,465,0.639,29.4,678,1.0,0.34,0.22,0.1,172,15,575,0.2,0.0,0,0
VeRu,RS,3,0.0,0.6,1.3,5.3,1.7,7.4,330,0.75,26.7,467,0.65,0.32,0.09,0.06,-1760,-27,-1187,0.667,0.0,0,0
Veignorem,FR,8,0.375,2.1,0.6,4.6,9.1,1.0,239,0.7509999999999999,7.9,199,3.81,2.16,0.42,0.56,-224,1,-75,0.375,0.125,0,0
Velja,RS,6,1.0,9.6,4.0,1.5,10.3,6.8,424,0.7929999999999999,18.2,505,1.23,0.24,0.25,0.32,643,13,614,0.16699999999999998,0.0,0,1
Venour,DE,6,0.33299999999999996,5.3,4.0,1.7,4.8,7.8,398,0.519,20.8,573,0.9,0.3,0.15,0.13,1145,32,834,0.0,0.16699999999999998,0,2
Verdes,PL,7,0.14300000000000002,1.3,1.4,3.9,3.7,7.7,346,0.7340000000000001,28.3,540,0.76,0.38,0.1,0.11,-432,-16,-571,0.14300000000000002,0.14300000000000002,0,2
Vertigo,AT,6,0.667,2.6,3.0,3.3,5.5,7.6,376,0.466,18.1,526,0.93,0.49,0.08,0.19,-290,-1,-190,0.16699999999999998,0.0,0,2
Vetheo,FR,6,0.667,3.4,6.5,3.7,6.0,9.1,465,0.7140000000000001,26.0,743,1.25,0.46,0.29,0.16,324,3,-146,0.5,0.0,0,5
Vicla,KR,13,0.231,1.9,2.0,3.8,5.2,8.3,378,0.629,26.6,680,1.08,0.47,0.25,0.24,-137,-2,-14,0.154,0.154,0,1
Vigil,IT,3,0.667,5.8,8.3,3.0,9.0,7.9,465,0.831,31.5,921,1.09,0.41,0.22,0.21,850,0,-16,0.0,0.33299999999999996,0,1
Vincenzo,KR,11,0.727,4.6,4.6,2.3,5.9,6.9,390,0.715,15.3,406,1.64,0.38,0.38,0.35,263,5,257,0.182,0.0,0,2
Viper,KR,11,0.636,9.8,6.3,1.2,5.3,9.5,466,0.742,32.2,810,1.2,0.45,0.32,0.12,200,4,17,0.364,0.0,0,4
Visdom,DK,6,0.33299999999999996,3.2,0.8,4.2,12.3,0.8,241,0.773,6.5,181,3.7,2.1,0.36,0.52,244,-7,-269,0.33299999999999996,0.16699999999999998,0,0
Vital,KR,10,0.2,1.7,1.0,5.1,7.9,1.2,249,0.73,8.8,221,3.42,1.52,0.58,0.55,-23,1,-132,0.5,0.2,0,0
Vizicsacsi,HU,6,0.833,8.3,5.0,1.8,10.2,7.8,436,0.647,22.8,772,1.04,0.53,0.09,0.19,378,5,23,0.0,0.16699999999999998,0,4
Vladi,GR,9,0.667,4.3,4.4,2.7,7.0,9.2,439,0.7240000000000001,27.2,779,1.25,0.5,0.25,0.17,150,-1,-355,0.222,0.111,0,2
Vulcan,CA,6,0.667,5.6,0.7,2.2,11.5,1.1,251,0.852,7.4,171,3.49,1.63,0.47,0.5,228,-2,370,0.5,0.0,0,0
Vuxan,RS,3,0.0,0.8,1.0,3.7,2.0,5.1,282,0.767,23.2,402,1.04,0.29,0.21,0.26,-719,-13,-683,0.33299999999999996,0.0,0,0
Vzz,BG,8,0.625,4.0,5.0,2.6,5.4,8.9,428,0.768,29.9,918,0.84,0.36,0.18,0.12,9,2,104,0.125,0.25,0,3
WNTR,DE,9,0.33299999999999996,1.6,1.7,3.8,4.2,7.0,351,0.499,17.5,432,0.87,0.42,0.12,0.08,-252,-3,-99,0.0,0.111,0,3
Wako,TW,7,0.14300000000000002,2.1,2.1,3.1,4.4,9.0,404,0.597,24.5,511,1.14,0.36,0.34,0.13,-773,0,0,0.0,0.0,0,0
Way,KR,13,0.5379999999999999,2.4,1.0,4.2,8.8,1.0,245,0.765,7.9,198,3.35,1.78,0.38,0.58,-113,-1,123,0.308,0.231,0,2
Wayne,KR,13,0.231,3.0,3.5,2.8,5.0,8.9,391,0.774,25.8,610,0.95,0.43,0.19,0.14,-543,-13,-439,0.462,0.0,0,2
Wei,CN,6,1.0,9.9,4.5,1.3,8.7,6.6,396,0.747,20.1,542,1.73,0.4,0.41,0.33,-88,0,0,0.0,0.0,0,0
WeiWei,CN,7,0.14300000000000002,1.9,2.4,3.6,4.3,6.4,338,0.784,17.9,401,1.45,0.37,0.33,0.3,37,0,0,0.0,0.0,0,0
Wet,KR,11,0.182,2.6,2.1,3.3,6.4,6.1,337,0.726,15.1,396,1.58,0.46,0.31,0.35,-354,-5,-141,0.273,0.091,0,0
White,FR,4,0.0,1.9,3.3,3.5,3.5,5.5,321,0.723,12.3,290,1.55,0.37,0.37,0.33,300,-9,21,0.25,0.25,0,1
Whiteknight,FI,10,0.4,2.8,2.0,2.6,5.2,6.8,342,0.528,19.8,460,0.96,0.44,0.1,0.14,111,5,238,0.1,0.1,0,2
Wildenbruch,DE,6,0.33299999999999996,2.0,0.8,4.7,8.7,1.0,246,0.7490000000000001,6.1,162,3.35,1.69,0.42,0.4,-41,2,-501,0.16699999999999998,0.16699999999999998,0,0
Wind1,DK,3,1.0,12.8,4.0,1.3,13.0,7.5,411,0.594,18.7,578,0.73,0.31,0.13,0.13,714,21,1170,0.0,0.0,0,2
Wink,CN,7,0.14300000000000002,2.6,1.6,3.3,7.0,1.1,249,0.701,9.9,235,3.42,1.77,0.4,0.52,-16,0,0,0.0,0.0,0,0
Winsome,US,6,0.5,2.8,0.7,4.2,10.8,1.0,240,0.722,6.2,147,3.71,1.95,0.45,0.51,57,-3,-186,0.33299999999999996,0.16699999999999998,0,0
Wiz,KR,6,0.5,4.0,2.3,2.8,9.0,5.7,325,0.696,13.4,335,1.54,0.31,0.35,0.27,-62,-3,-109,0.33299999999999996,0.16699999999999998,0,0
Wizer,KR,6,0.5,3.0,2.5,2.7,5.5,7.9,399,0.514,20.4,564,1.14,0.32,0.3,0.13,213,8,202,0.0,0.16699999999999998,0,0
Woody,TW,8,1.0,7.3,1.5,1.9,12.1,1.0,280,0.772,6.9,204,3.14,1.66,0.29,0.49,95,0,168,0.25,0.25,0,0
Woolite,PL,6,0.5,3.7,4.3,3.0,6.8,8.5,412,0.7140000000000001,25.7,766,0.96,0.4,0.23,0.09,221,3,-179,0.667,0.0,0,0
Wrongo,FR,10,0.4,2.9,0.6,4.4,12.1,1.0,250,0.725,8.0,216,3.23,1.59,0.37,0.48,40,2,224,0.3,0.0,0,0
XUN,CN,8,0.75,4.5,3.4,2.4,7.4,6.5,381,0.66,15.5,470,1.36,0.29,0.3,0.27,-195,0,0,0.0,0.0,0,0
Xagog,DE,6,0.33299999999999996,2.0,2.7,4.2,5.5,6.0,340,0.6579999999999999,13.8,390,1.27,0.24,0.26,0.22,-220,-6,-124,0.16699999999999998,0.0,0,0
Xavi,PL,10,0.8,3.8,0.7,3.3,11.7,0.9,250,0.7959999999999999,16.7,193,2.85,1.35,0.33,0.28,-139,1,-215,0.3,0.0,0,1
Xayoo,PL,8,0.75,4.5,3.9,2.8,8.5,7.2,388,0.68,25.9,817,0.81,0.22,0.19,0.06,-891,-12,-364,0.125,0.0,0,0
Xeonerr,PL,4,0.0,1.1,2.3,4.8,3.0,5.7,314,0.738,16.6,359,1.56,0.28,0.43,0.23,-97,-14,-595,0.0,0.25,0,0
Xerxe,RO,7,0.5710000000000001,5.8,3.1,2.0,8.4,6.1,353,0.755,17.5,472,1.39,0.24,0.35,0.2,468,-5,68,0.14300000000000002,0.14300000000000002,0,1
Xiaohao,CN,7,0.14300000000000002,2.4,4.1,3.6,4.3,5.9,353,0.695,16.2,398,1.24,0.37,0.21,0.25,-133,0,0,0.0,0.0,0,0
Xiaoxu,CN,8,0.5,3.3,2.1,2.0,4.5,7.7,366,0.505,18.8,402,1.06,0.41,0.16,0.16,-70,0,0,0.0,0.0,0,0
Xicor,TN,8,0.125,1.8,3.8,3.8,3.0,8.9,402,0.727,29.9,675,0.9,0.42,0.21,0.12,-661,-6,-269,0.125,0.125,0,0
XnS,TR,8,0.375,2.1,3.4,4.5,6.0,6.0,345,0.768,19.5,423,1.41,0.24,0.37,0.2,-13,-3,-187,0.5,0.25,0,2
YamatoCannon,SE,1,0.0,1.5,1.0,2.0,2.0,6.4,317,0.429,10.0,218,0.43,0.25,0.04,0.0,-827,-32,-521,0.0,0.0,0,1
Ycx,CN,6,0.5,4.0,1.8,3.7,12.7,1.3,269,0.784,8.4,232,3.82,1.82,0.6,0.64,140,0,0,0.0,0.0,0,0
Yeon,US,5,0.6,3.7,5.6,3.2,6.2,9.0,458,0.633,25.3,859,1.26,0.39,0.35,0.16,212,3,84,0.6,0.0,0,1
Yike,SE,9,0.667,4.5,3.0,2.7,9.1,5.9,357,0.7859999999999999,17.5,488,1.42,0.29,0.34,0.24,-142,-2,-142,0.222,0.0,0,1
YoungJae,KR,10,1.0,5.1,4.9,3.1,10.8,6.5,400,0.701,17.7,572,1.75,0.45,0.35,0.4,310,2,86,0.5,0.0,0,0
Yuki,HR,3,0.667,2.3,5.3,4.3,4.7,9.3,466,0.636,31.9,905,0.74,0.29,0.19,0.03,2,-4,75,0.33299999999999996,0.0,0,0
ZaFiR,GR,3,0.33299999999999996,4.6,0.0,2.7,12.3,1.1,239,0.643,6.4,178,3.05,1.55,0.32,0.35,-523,7,-115,0.0,0.0,0,0
ZaZee,DE,8,0.375,2.4,3.4,3.8,5.6,8.3,395,0.723,26.3,659,1.05,0.44,0.21,0.13,-295,0,-239,0.375,0.0,0,2
Zamulek,PL,8,0.75,5.7,5.9,2.5,8.4,8.8,460,0.747,28.6,881,1.15,0.41,0.3,0.13,514,10,352,0.125,0.0,0,1
Zankiller,MA,10,0.2,3.4,2.9,3.4,8.6,6.2,345,0.73,13.7,341,1.33,0.31,0.25,0.22,343,-5,-30,0.3,0.0,0,1
Zanzarah,RU,8,0.5,2.3,2.1,3.8,6.5,6.0,337,0.6609999999999999,16.9,427,1.37,0.31,0.26,0.24,-55,1,53,0.125,0.25,0,0
Zdz,CN,7,0.14300000000000002,1.4,1.6,4.4,4.6,7.4,357,0.496,21.5,510,1.08,0.47,0.17,0.22,-173,0,0,0.0,0.0,0,0
Zeka,KR,11,0.636,3.7,3.5,2.5,5.9,8.6,404,0.562,25.0,647,1.2,0.43,0.27,0.2,206,8,316,0.182,0.091,0,3
Zest,KR,6,0.16699999999999998,2.9,2.5,2.5,4.7,8.2,378,0.532,28.4,742,0.93,0.38,0.18,0.09,-11,4,-171,0.16699999999999998,0.0,0,0
Zeus,KR,11,0.636,2.9,2.0,2.8,6.2,7.6,382,0.57,19.2,486,1.04,0.38,0.15,0.19,110,5,189,0.0,0.273,0,4
Zewih,IT,7,0.5710000000000001,5.4,5.0,2.0,5.9,8.2,437,0.733,28.1,681,0.63,0.24,0.16,0.02,480,3,-447,0.28600000000000003,0.0,0,0
Zeyzal,US,5,0.4,2.2,0.0,2.6,5.8,1.1,226,0.6729999999999999,6.3,142,3.32,1.73,0.33,0.46,-243,0,80,0.2,0.0,0,0
Zhuo,CN,7,0.14300000000000002,1.5,0.0,4.0,6.1,1.0,217,0.664,7.7,173,3.39,1.89,0.37,0.51,-208,0,0,0.0,0.0,0,0
Zicssi,FR,7,0.5710000000000001,2.5,1.6,3.4,7.0,6.2,337,0.679,15.2,348,1.8,0.32,0.5,0.29,276,11,360,0.28600000000000003,0.14300000000000002,0,0
Zika,CN,7,0.14300000000000002,1.6,2.3,3.4,3.3,7.7,356,0.531,22.6,506,0.87,0.33,0.15,0.16,252,0,0,0.0,0.0,0,0
Zinie,KR,10,1.0,6.0,5.1,2.3,8.6,8.5,441,0.618,29.9,939,1.26,0.47,0.31,0.23,966,10,407,0.2,0.0,0,4
Zoelys,FR,7,0.5710000000000001,3.4,0.7,3.4,11.0,1.1,248,0.7490000000000001,7.6,204,3.49,1.73,0.47,0.45,71,1,171,0.28600000000000003,0.28600000000000003,0,0
Zothve,CL,7,0.5710000000000001,2.5,3.1,3.4,5.3,7.3,363,0.51,18.7,531,0.9,0.35,0.16,0.19,-174,-4,-403,0.28600000000000003,0.14300000000000002,0,0
Zubac,CZ,6,0.5,3.5,3.2,3.3,8.5,5.4,350,0.743,16.1,482,1.1,0.16,0.3,0.16,-452,-14,-295,0.33299999999999996,0.16699999999999998,0,1
Zuhy,DK,3,0.0,1.6,1.3,4.0,5.0,8.4,358,0.8079999999999999,27.1,626,0.98,0.4,0.18,0.12,-905,-17,-1315,0.0,0.667,0,0
Zven,DK,6,0.667,6.2,3.3,1.7,7.0,9.0,418,0.7090000000000001,31.1,708,0.95,0.39,0.19,0.1,-397,-2,-424,0.33299999999999996,0.0,0,1
alishor,RO,2,0.5,1.6,2.0,4.5,5.0,6.8,349,0.478,13.3,414,0.93,0.38,0.17,0.17,-1214,-14,-756,0.0,0.0,0,1
ardaffler,RU,4,0.0,2.0,2.5,2.5,2.5,8.5,374,0.698,25.5,540,0.71,0.35,0.18,0.11,-766,-17,-340,0.25,0.0,0,0
bat,CN,4,0.25,2.8,2.8,3.0,5.8,9.1,409,0.7709999999999999,21.4,412,1.17,0.44,0.31,0.17,-504,0,0,0.0,0.0,0,0
behave,PL,10,0.8,3.6,2.8,3.4,9.3,5.1,333,0.6709999999999999,11.9,355,1.03,0.2,0.22,0.2,-518,-5,-166,0.3,0.1,0,0
bluerzor,HU,10,0.7,4.1,3.9,3.3,9.5,6.2,375,0.7559999999999999,17.7,501,1.39,0.33,0.3,0.25,-230,0,-303,0.5,0.2,0,1
buffi,PL,8,0.25,2.6,2.3,3.0,5.5,8.4,390,0.6829999999999999,24.1,551,0.71,0.3,0.12,0.08,-202,-4,-428,0.125,0.25,0,0
chef,TR,7,0.429,4.3,2.9,3.0,10.0,6.0,350,0.732,14.8,382,1.27,0.23,0.28,0.25,-426,-17,-479,0.5710000000000001,0.14300000000000002,0,0
cody,CL,7,0.5710000000000001,6.5,5.1,2.1,8.7,8.6,442,0.868,32.1,869,1.17,0.62,0.14,0.29,590,9,536,0.5710000000000001,0.0,0,2
czypsy,PL,4,1.0,7.9,1.3,2.5,18.5,1.2,274,0.775,7.5,252,4.07,1.93,0.53,0.46,210,6,480,0.75,0.0,0,0
deokdam,KR,13,0.5379999999999999,2.8,3.5,3.1,5.0,8.8,411,0.628,26.4,623,1.01,0.37,0.29,0.06,-593,-10,-581,0.308,0.077,0,0
destroy,KR,8,0.5,3.0,2.0,2.6,5.9,7.4,352,0.485,16.7,400,1.18,0.37,0.28,0.21,-716,-10,-675,0.0,0.25,0,1
dyNquedo,BR,6,0.5,3.4,3.5,3.5,8.3,7.8,383,0.72,23.3,652,1.17,0.43,0.28,0.27,25,-4,-322,0.33299999999999996,0.16699999999999998,0,2
eXyu,US,5,0.2,1.9,1.0,3.8,6.4,6.1,334,0.743,14.5,369,1.52,0.35,0.31,0.26,182,-1,24,0.6,0.0,0,1
eaRyz,FR,3,0.667,1.5,3.0,5.3,5.0,5.6,351,0.48200000000000004,14.3,406,1.23,0.32,0.22,0.29,-487,-9,-214,0.33299999999999996,0.0,0,0
escoX,ES,9,0.0,0.8,0.7,5.8,3.7,1.1,232,0.76,9.6,200,2.83,1.44,0.36,0.39,-443,2,-431,0.111,0.111,0,0
eskii,NO,6,0.667,7.8,1.0,1.8,13.3,0.9,268,0.703,7.7,220,3.02,1.59,0.28,0.29,191,2,190,0.33299999999999996,0.16699999999999998,0,0
fNb,BR,5,0.6,4.1,2.6,2.8,9.0,8.2,404,0.638,26.6,766,1.02,0.42,0.15,0.16,174,2,334,0.0,0.0,0,0
frajgo,PL,8,0.75,3.8,4.8,2.8,5.8,7.8,431,0.579,20.7,693,0.82,0.29,0.15,0.09,-440,-4,-413,0.25,0.125,0,10
frosty,BR,5,0.6,4.2,1.4,3.6,13.6,1.2,260,0.7829999999999999,6.6,183,3.39,1.47,0.52,0.45,150,9,113,0.4,0.2,0,0
iBo,PL,10,0.7,4.9,4.9,2.6,7.8,8.2,432,0.6940000000000001,24.5,716,1.07,0.37,0.2,0.11,529,8,462,0.2,0.1,0,7
iLevi,AL,10,0.4,2.5,0.9,3.9,8.8,1.0,246,0.746,8.4,192,3.7,1.85,0.44,0.5,12,-3,-13,0.2,0.2,0,0
iwanan,PL,7,0.5710000000000001,4.2,4.6,2.3,5.0,9.2,432,0.667,28.5,716,0.68,0.28,0.13,0.02,21,-5,118,0.28600000000000003,0.0,0,3
jactroll,PL,6,0.5,2.3,2.0,5.0,9.3,0.9,255,0.737,11.7,357,2.91,1.54,0.24,0.31,434,-2,212,0.667,0.0,0,0
jojopyun,CA,9,0.667,2.9,3.7,3.3,5.9,8.6,416,0.568,24.0,683,1.22,0.58,0.21,0.31,147,6,251,0.111,0.0,0,1
jokaa,DE,6,0.667,4.3,4.0,3.0,9.0,5.9,365,0.614,16.2,547,1.2,0.28,0.26,0.24,145,-7,-75,0.16699999999999998,0.16699999999999998,0,1
justcan,TR,7,0.5710000000000001,4.6,0.7,2.9,12.3,1.0,262,0.723,6.9,196,2.86,1.37,0.36,0.33,100,1,98,0.28600000000000003,0.0,0,0
kamilius,SK,10,0.5,2.9,0.5,3.6,10.1,1.0,242,0.6940000000000001,6.2,160,3.35,1.64,0.43,0.48,42,0,-241,0.3,0.2,0,0
kingen,KR,13,0.5379999999999999,3.3,2.7,2.5,5.5,7.8,393,0.589,22.9,587,1.07,0.37,0.2,0.23,34,-2,125,0.231,0.077,0,4
leemas,TR,9,0.111,2.2,2.6,3.2,4.6,8.5,389,0.562,27.5,600,0.97,0.35,0.26,0.08,-665,-14,-824,0.222,0.111,0,0
lori,DE,6,0.33299999999999996,1.4,1.2,8.0,9.8,0.9,254,0.8029999999999999,10.2,270,3.77,1.92,0.46,0.58,163,-2,-116,0.33299999999999996,0.33299999999999996,0,0
marlon,PL,8,0.25,2.0,1.0,5.1,9.5,0.9,245,0.727,8.2,235,3.13,1.59,0.35,0.49,-73,-2,-232,0.375,0.25,0,1
meiko,CN,8,0.5,3.7,0.6,2.9,9.9,1.1,247,0.79,8.2,213,3.6,1.78,0.48,0.55,-23,0,0,0.0,0.0,0,0
mihai,RO,3,0.667,5.1,4.7,2.3,7.3,8.8,426,0.495,22.1,681,1.32,0.42,0.35,0.11,-25,6,250,0.0,0.0,0,0
milkyway,CN,8,0.5,4.4,3.6,2.4,6.9,6.9,374,0.782,19.6,417,1.32,0.26,0.3,0.21,259,0,0,0.0,0.0,0,0
minemaciek,PL,8,0.75,3.1,0.8,4.6,13.5,1.0,263,0.7709999999999999,7.1,221,3.26,1.71,0.3,0.48,-253,0,-172,0.25,0.375,0,0
monkaS,TR,8,0.5,2.6,0.4,4.3,10.8,0.9,232,0.696,6.7,160,3.22,1.59,0.4,0.43,-138,1,-61,0.375,0.0,0,0
nicolaiy,BG,3,0.667,6.9,3.0,2.3,13.0,6.6,400,0.742,14.2,435,1.51,0.33,0.32,0.36,54,-11,-323,0.0,0.33299999999999996,0,0
noname,GB,8,0.5,3.6,3.5,3.0,7.3,6.1,356,0.645,17.5,514,1.29,0.29,0.27,0.24,403,0,292,0.5,0.0,0,1
noz2k,DE,9,0.556,5.9,2.8,2.0,9.1,8.7,407,0.6809999999999999,28.7,759,0.93,0.4,0.24,0.12,99,3,322,0.33299999999999996,0.0,0,2
nrmn,FR,8,0.375,3.5,3.5,2.8,6.0,8.4,395,0.648,24.4,575,1.02,0.37,0.24,0.14,-606,-11,-73,0.125,0.125,0,1
nuc,FR,9,0.444,4.8,4.0,2.2,6.6,8.6,414,0.767,31.2,842,1.0,0.38,0.2,0.2,62,-1,-150,0.111,0.0,0,2
odi11,PL,10,0.8,6.8,7.6,1.9,5.3,8.3,459,0.6990000000000001,30.7,899,0.63,0.23,0.14,0.05,-8,3,540,0.2,0.2,0,3
pr1me,TR,10,0.6,4.3,4.6,2.5,6.1,7.1,417,0.522,22.5,615,0.62,0.29,0.11,0.01,-96,-12,-493,0.0,0.2,0,3
ptt,ES,9,0.0,0.8,1.9,4.7,1.8,8.2,365,0.674,29.5,614,0.8,0.42,0.13,0.08,-1318,-18,-891,0.222,0.222,0,2
sasi,CN,6,0.5,4.8,3.2,2.5,8.8,7.5,395,0.6559999999999999,24.7,676,0.87,0.31,0.14,0.12,165,0,0,0.0,0.0,0,0
scary,BR,7,0.5710000000000001,4.1,1.4,3.0,10.9,5.9,339,0.784,13.1,370,1.34,0.3,0.33,0.27,-303,-8,-368,0.7140000000000001,0.0,0,1
shanji,CN,4,0.75,3.9,2.5,2.0,5.3,7.7,363,0.447,20.7,510,0.96,0.32,0.18,0.14,-28,0,0,0.0,0.0,0,0
sheer,CN,4,0.25,3.6,1.8,2.0,5.5,8.2,379,0.6409999999999999,21.7,420,0.91,0.36,0.12,0.16,-188,0,0,0.0,0.0,0,0
sorrow,CN,4,0.25,2.7,1.5,2.8,6.0,6.2,335,0.667,15.5,308,1.47,0.29,0.36,0.25,-297,0,0,0.0,0.0,0,0
twohoyrz,BG,10,0.7,4.8,4.1,2.6,8.4,8.7,439,0.654,25.5,746,0.95,0.41,0.16,0.13,-257,0,-3,0.3,0.2,0,1
uden,PL,5,0.4,2.7,0.4,3.4,8.8,1.1,250,0.593,6.0,159,3.61,1.72,0.47,0.35,-99,-2,-144,0.4,0.0,0,0
uroskg,RS,2,0.0,2.2,3.0,4.5,7.0,5.7,347,0.754,14.5,304,0.83,0.24,0.19,0.12,-56,-9,-646,0.5,0.0,0,0
whiteinn,RO,10,0.4,2.9,0.7,3.7,10.0,0.9,252,0.77,6.5,159,2.96,1.55,0.28,0.35,19,-5,-11,0.4,0.1,0,0
xKenzuke,DE,8,0.625,5.7,5.4,2.4,8.3,8.6,455,0.787,30.3,866,1.17,0.4,0.29,0.15,152,7,401,0.25,0.25,0,2
xiaohu,CN,7,0.857,4.1,3.4,2.9,8.3,8.0,417,0.6609999999999999,31.9,810,1.14,0.3,0.29,0.16,989,0,0,0.0,0.0,0,0
xmatty,GB,6,0.833,8.9,6.8,1.7,8.0,8.3,453,0.629,25.0,831,0.82,0.32,0.21,0.03,-93,0,64,0.5,0.0,0,2
xqw,CN,6,0.5,3.2,4.2,4.0,8.7,8.1,410,0.701,24.3,668,1.05,0.26,0.24,0.14,92,0,0,0.0,0.0,0,0
