player,country,games,win_rate,kda,avg_kills,avg_deaths,avg_assists,csm,gpm,kp%,dmg%,dpm,vspm,avg_wpm,avg_wcpm,avg_vwpm,gd@15,csd@15,xpd@15,fb_%,fb_victim,penta_kills,solo_kills
Inzuh,IT,3,0.667,2.8,1.3,2.0,4.3,7.5,351,0.42700000000000005,23.1,488,0.59,0.26,0.09,0.09,-379,3,59,0.33299999999999996,0.0,0,0
Irrelevant,DE,6,0.33299999999999996,2.4,1.8,2.7,4.5,7.2,344,0.47700000000000004,15.5,395,1.28,0.49,0.23,0.24,-93,-4,-172,0.16699999999999998,0.0,0,2
Isles,AU,2,0.0,1.4,0.0,5.5,7.5,1.1,240,0.938,11.4,318,3.31,1.51,0.53,0.21,-429,4,-156,0.5,0.0,0,0
Isma,FR,6,0.0,1.9,2.0,2.5,2.8,6.2,321,0.897,17.0,342,1.49,0.33,0.36,0.24,32,0,-170,0.33299999999999996,0.0,0,1
Ivok,CY,7,0.0,1.6,2.9,3.6,3.0,8.4,386,0.529,24.4,622,0.81,0.36,0.13,0.07,-346,0,-1,0.0,0.0,0,3
Ivory,KR,5,0.8,4.6,4.4,2.4,6.6,8.3,414,0.5770000000000001,28.6,869,1.08,0.33,0.23,0.14,-242,0,173,0.2,0.0,0,2
J0J0C,GR,4,1.0,8.4,5.5,1.8,9.3,8.4,447,0.49700000000000005,20.5,631,0.85,0.34,0.14,0.05,-178,-17,-469,0.25,0.0,0,0
JNX,DE,6,0.0,0.6,1.0,3.3,1.0,7.9,361,0.308,22.3,462,0.94,0.4,0.14,0.08,129,6,-51,0.0,0.33299999999999996,0,0
JackeyLove,CN,7,0.5710000000000001,4.4,3.7,2.6,7.7,9.4,435,0.747,26.6,727,1.51,0.34,0.52,0.12,120,0,0,0.0,0.0,0,0
Jackies,CZ,6,0.667,4.8,4.2,2.0,5.5,9.6,449,0.629,28.4,807,1.18,0.37,0.29,0.17,252,2,123,0.16699999999999998,0.16699999999999998,0,0
Jaehyuk,KR,10,0.2,1.7,2.3,3.1,3.1,7.0,333,0.511,18.8,438,0.97,0.51,0.12,0.19,-291,-10,-96,0.2,0.1,0,2
Janis,FR,4,0.25,2.5,1.5,3.8,7.8,5.9,331,0.8809999999999999,23.0,537,1.27,0.3,0.35,0.26,-374,-3,-28,0.5,0.0,0,0
Jankos,PL,7,0.5710000000000001,4.8,2.7,2.4,9.0,6.5,366,0.765,15.0,404,1.35,0.3,0.27,0.18,599,13,580,0.429,0.14300000000000002,0,1
JayJay,PL,1,0.0,4.0,1.0,1.0,3.0,7.7,305,0.667,28.7,463,0.57,0.39,0.04,0.13,-1723,-40,-627,0.0,0.0,0,0
Jeykup,TR,3,0.667,4.3,3.3,2.0,5.3,7.1,402,0.604,19.3,413,1.15,0.25,0.2,0.26,990,12,829,0.33299999999999996,0.0,0,0
Jezu,FR,4,0.75,10.5,5.8,1.0,4.8,10.1,471,0.611,28.3,818,1.27,0.46,0.34,0.17,727,11,272,0.25,0.0,0,1
JiaQi,CN,8,0.5,3.7,4.4,2.5,4.9,8.8,425,0.7140000000000001,29.8,640,1.19,0.45,0.3,0.18,36,0,0,0.0,0.0,0,0
Jiejie,CN,8,0.5,3.9,4.0,2.6,6.3,6.9,381,0.746,19.0,512,1.53,0.33,0.41,0.28,-254,0,0,0.0,0.0,0,0
JimieN,TW,7,0.14300000000000002,1.8,2.4,4.1,5.1,8.2,377,0.6759999999999999,31.6,719,1.15,0.39,0.27,0.2,-687,-16,-191,0.28600000000000003,0.0,0,1
Jiwoo,KR,9,0.33299999999999996,3.2,3.6,2.8,5.2,8.5,409,0.738,28.1,707,1.02,0.43,0.27,0.18,-521,-9,109,0.444,0.0,0,1
JoJo,BR,3,0.33299999999999996,2.3,0.7,3.3,7.0,1.0,251,0.6729999999999999,7.3,175,3.18,1.54,0.35,0.45,-153,4,-250,0.33299999999999996,0.0,0,0
Joexy,TR,5,0.2,2.3,0.0,4.0,9.0,0.9,229,0.7809999999999999,8.5,217,3.4,1.69,0.39,0.5,-392,-1,169,0.4,0.2,0,0
Joinze,FR,6,0.667,4.1,4.3,3.3,9.3,6.0,365,0.695,15.6,452,1.06,0.2,0.25,0.2,392,2,334,0.5,0.0,0,0
Jool,KR,5,0.4,3.4,4.8,3.4,6.8,7.8,415,0.588,23.1,676,1.16,0.45,0.23,0.21,359,-5,-156,0.4,0.0,0,1
Jopa,HR,4,1.0,4.4,2.8,2.3,7.3,8.9,418,0.623,25.9,652,0.93,0.43,0.19,0.15,-550,4,488,0.5,0.0,0,0
Josedeodo,AR,3,0.667,3.1,1.7,2.3,5.7,6.9,340,0.45799999999999996,19.0,490,1.39,0.33,0.31,0.29,-40,7,325,0.33299999999999996,0.0,0,2
Juhan,KR,8,1.0,6.8,3.8,1.9,9.0,7.0,393,0.696,16.9,498,1.72,0.42,0.42,0.35,308,2,286,0.25,0.125,0,1
Jun,KR,6,0.667,4.8,1.3,2.7,11.5,1.0,265,0.8390000000000001,7.0,198,3.72,1.89,0.47,0.49,-48,2,110,0.5,0.0,0,0
JunJia,TW,9,0.778,6.7,3.9,1.6,6.6,7.2,406,0.7340000000000001,18.4,539,1.51,0.34,0.35,0.3,408,5,366,0.33299999999999996,0.111,0,0
Junhao,CN,7,0.14300000000000002,2.1,3.0,3.4,4.1,6.8,354,0.691,18.8,397,1.47,0.37,0.3,0.29,-224,0,0,0.0,0.0,0,0
Jwei,CN,4,0.25,1.8,0.5,4.5,7.5,1.2,234,0.7659999999999999,8.3,163,3.47,1.85,0.41,0.53,16,0,0,0.0,0.0,0,0
KKT,FR,6,0.16699999999999998,1.6,1.8,4.2,5.0,6.0,329,0.6409999999999999,12.0,272,1.17,0.37,0.16,0.31,-390,-4,-160,0.33299999999999996,0.0,0,2
KaSing,GB,9,0.556,5.1,0.6,3.2,15.8,1.1,257,0.79,7.0,216,3.31,1.64,0.39,0.42,18,5,217,0.444,0.222,0,0
Kaboom,TR,1,1.0,12.0,7.0,1.0,5.0,8.4,450,0.632,20.9,449,0.99,0.34,0.11,0.42,986,39,1220,0.0,0.0,0,0
Kael,KR,7,0.857,4.1,0.7,4.0,15.7,1.1,268,0.731,6.8,194,3.84,1.98,0.51,0.66,-43,0,0,0.0,0.0,0,0
Kaiser,DE,9,0.778,5.1,0.8,2.2,10.6,1.1,270,0.731,6.9,187,3.44,1.81,0.42,0.45,174,3,-17,0.444,0.0,0,0
Kaiwing,HK,9,0.778,4.8,0.3,2.2,10.2,1.1,262,0.7240000000000001,6.2,178,3.34,1.59,0.41,0.4,-76,1,249,0.444,0.222,0,0
Kakkun,JP,4,0.0,1.3,1.3,5.0,5.3,8.3,358,0.715,23.0,549,0.86,0.31,0.21,0.11,-505,-5,-174,0.25,0.0,0,0
Kamiloo,FR,6,0.33299999999999996,1.5,3.2,4.0,2.8,8.1,373,0.5770000000000001,31.1,738,1.25,0.53,0.25,0.25,-644,-7,-214,0.16699999999999998,0.16699999999999998,0,1
Kanavi,KR,7,0.5710000000000001,2.9,4.3,3.9,6.9,6.8,389,0.7390000000000001,18.0,486,1.52,0.33,0.32,0.26,535,0,0,0.0,0.0,0,0
Kangin,KR,8,0.25,1.9,3.5,4.6,5.3,7.4,371,0.623,24.5,661,0.83,0.33,0.16,0.14,-537,-11,-586,0.375,0.0,0,2
Kanin,SE,3,0.33299999999999996,1.6,4.3,5.3,4.0,7.5,388,0.68,27.4,709,0.6,0.26,0.1,0.11,-747,-13,-424,0.0,0.667,0,1
Kaori,TR,5,0.4,1.8,3.2,4.0,3.8,9.1,420,0.7440000000000001,24.3,569,0.82,0.39,0.17,0.12,-556,-8,-536,0.0,0.0,0,1
Karis,KR,6,0.0,2.0,4.2,3.2,2.2,7.8,372,0.715,27.4,610,0.9,0.33,0.14,0.2,-347,0,0,0.0,0.0,0,0
Karsa,TW,6,1.0,3.7,2.7,2.8,7.8,6.1,369,0.637,12.7,358,1.63,0.46,0.34,0.36,-439,-7,-506,0.5,0.16699999999999998,0,0
KatEvolved,CA,3,0.33299999999999996,2.3,3.3,5.0,8.0,6.8,358,0.62,26.8,694,0.72,0.27,0.1,0.07,-907,-29,-1228,0.33299999999999996,0.0,0,1
Kati,VN,7,0.7140000000000001,9.3,4.0,1.3,8.0,8.2,412,0.7,27.0,853,1.16,0.52,0.23,0.19,518,11,355,0.14300000000000002,0.0,0,2
Kaymin,DE,9,0.556,4.0,6.0,3.7,8.7,7.4,402,0.6970000000000001,26.5,787,0.83,0.43,0.1,0.16,-36,-6,-60,0.444,0.222,0,5
Keduii,DE,4,0.75,8.0,7.8,1.8,6.3,9.9,484,0.733,31.5,871,1.14,0.44,0.33,0.12,309,2,454,0.25,0.0,0,0
Keine,KR,2,0.0,1.1,0.5,3.5,3.5,8.8,349,0.5,21.1,584,0.75,0.38,0.13,0.18,-454,4,-338,0.0,0.0,0,0
Kellin,KR,11,0.273,2.4,0.6,3.7,8.2,0.9,235,0.777,9.1,237,3.21,1.82,0.33,0.56,-153,-2,-275,0.182,0.091,0,0
Kemish,KR,9,0.222,2.8,2.9,3.2,6.0,7.6,367,0.746,26.9,719,1.19,0.34,0.27,0.23,-235,-3,142,0.33299999999999996,0.0,0,3
Kensei,IT,3,0.0,1.3,1.3,3.0,2.7,5.1,304,0.861,18.4,290,1.39,0.36,0.29,0.26,-1419,-38,-1963,0.33299999999999996,0.33299999999999996,0,0
Keria,KR,10,0.7,4.3,1.0,2.7,10.7,1.0,269,0.851,9.9,250,3.5,2.01,0.32,0.61,469,-4,132,0.8,0.0,0,1
Kiaya,VN,8,0.375,2.8,1.8,2.6,5.6,7.9,382,0.53,23.9,531,1.06,0.49,0.15,0.17,66,0,-14,0.25,0.125,0,3
Kice,KR,8,0.0,1.7,0.3,4.1,6.8,1.0,224,0.8,6.7,154,3.58,1.83,0.46,0.53,-259,-5,-417,0.375,0.125,0,0
Kiin,KR,8,0.75,5.0,3.9,2.3,7.4,7.8,412,0.687,21.9,687,1.12,0.4,0.22,0.19,296,7,307,0.125,0.125,0,1
Kiki,FR,6,0.33299999999999996,2.8,2.0,3.8,8.8,5.6,342,0.732,10.8,281,1.27,0.25,0.33,0.21,-96,0,62,0.16699999999999998,0.0,0,0
Kio,SK,7,1.0,8.0,4.1,1.7,9.6,7.6,415,0.563,21.1,654,0.89,0.5,0.13,0.18,935,27,1526,0.14300000000000002,0.0,0,3
Kireas,TR,1,1.0,0.0,1.0,0.0,15.0,5.7,341,0.727,14.1,415,1.36,0.26,0.39,0.26,104,-1,-475,0.0,0.0,0,0
Kisee,AU,3,0.33299999999999996,3.5,2.0,2.0,5.0,9.2,409,0.669,24.3,560,1.29,0.37,0.33,0.17,-699,-10,-521,0.0,0.0,0,1
Knight,CN,6,1.0,10.1,5.8,1.2,6.0,9.2,464,0.655,28.4,769,1.26,0.32,0.31,0.15,-70,0,0,0.0,0.0,0,0
Kodie,,3,0.0,0.3,0.0,5.3,1.7,1.4,219,0.25,11.6,164,2.46,1.27,0.22,0.2,-887,1,-288,0.33299999999999996,0.33299999999999996,0,0
Kofte,TR,5,0.6,3.6,3.2,2.2,4.8,8.7,400,0.5660000000000001,26.7,570,0.97,0.43,0.18,0.16,-375,-14,-415,0.4,0.0,0,0
Kokos,PL,7,0.429,3.3,4.6,3.7,7.9,6.5,367,0.664,18.3,531,1.1,0.21,0.18,0.19,212,6,50,0.14300000000000002,0.14300000000000002,0,1
Koldo,ES,9,0.444,3.5,2.6,3.0,7.9,5.9,339,0.735,14.5,343,1.49,0.36,0.39,0.28,-159,-3,-232,0.222,0.0,0,1
Kratos,VN,7,0.7140000000000001,2.7,2.0,2.7,5.3,7.4,368,0.401,16.9,530,0.99,0.34,0.2,0.18,93,3,-124,0.0,0.14300000000000002,0,3
Krimson,FR,6,0.33299999999999996,2.6,3.3,3.7,6.3,6.0,349,0.6629999999999999,16.9,393,1.16,0.28,0.3,0.2,267,-4,-200,0.33299999999999996,0.0,0,0
Kryze,SE,4,0.5,3.5,2.8,3.3,8.8,7.6,375,0.609,23.2,680,1.11,0.44,0.22,0.11,248,30,592,0.5,0.25,0,1
Kuri,KR,3,0.667,6.8,0.7,2.0,13.0,1.1,252,0.8759999999999999,7.6,207,3.76,2.08,0.28,0.52,-120,6,7,0.33299999999999996,0.0,0,0
Kuroneel,FR,6,0.833,7.3,6.7,1.8,6.7,9.0,477,0.607,28.0,843,0.68,0.24,0.14,0.04,-241,-1,-239,0.5,0.0,0,4
Kyeahoo,KR,8,1.0,17.6,5.3,0.9,10.1,8.8,447,0.789,32.4,936,1.1,0.45,0.19,0.2,144,4,162,0.25,0.0,0,3
Labrov,GR,6,0.5,2.8,0.8,3.7,9.3,0.9,246,0.695,6.6,157,3.37,1.61,0.36,0.44,-40,-4,-106,0.16699999999999998,0.33299999999999996,0,1
Lancer,KR,10,0.7,4.4,4.0,2.5,7.1,8.2,425,0.522,21.1,663,1.14,0.47,0.17,0.25,461,5,224,0.1,0.1,0,4
Larssen,SE,6,0.16699999999999998,2.8,2.0,2.8,5.8,8.4,374,0.645,28.1,554,0.9,0.35,0.16,0.13,122,0,74,0.16699999999999998,0.0,0,0
LazyFeel,VN,15,0.667,3.8,4.1,2.6,5.8,9.1,426,0.7190000000000001,24.7,638,1.07,0.37,0.31,0.1,-493,-6,-182,0.267,0.267,0,0
LeB,BG,5,0.8,6.1,1.6,1.4,7.0,6.8,367,0.6659999999999999,16.6,441,1.39,0.21,0.37,0.17,-74,2,177,0.8,0.0,0,0
Leave,CN,4,0.75,3.8,6.3,3.0,5.3,9.1,454,0.698,28.2,713,1.26,0.35,0.37,0.1,373,0,0,0.0,0.0,0,0
Legolas,ES,9,0.444,2.9,4.8,2.9,3.7,9.3,439,0.609,26.8,691,0.89,0.3,0.25,0.1,234,1,128,0.33299999999999996,0.0,0,1
Lehends,KR,9,0.33299999999999996,2.0,1.4,4.1,6.7,1.1,239,0.684,6.7,175,3.5,2.03,0.34,0.63,-182,4,79,0.556,0.111,0,0
Lekcyc,RU,6,0.667,8.5,0.7,1.7,13.5,1.2,266,0.77,6.5,174,3.46,1.57,0.49,0.41,425,2,559,0.16699999999999998,0.0,0,0
Lele,CN,8,0.5,2.4,0.8,4.0,9.0,1.0,238,0.733,7.2,157,3.42,1.81,0.39,0.57,-26,0,0,0.0,0.0,0,0
Leny,FR,4,0.25,1.4,1.3,3.5,3.8,7.6,368,0.47200000000000003,17.6,440,0.92,0.44,0.09,0.09,565,6,397,0.0,0.25,0,0
Leo D Aras,GR,7,0.0,1.4,0.7,5.0,6.3,1.0,230,0.589,8.7,221,2.68,1.32,0.29,0.26,-536,3,-68,0.28600000000000003,0.14300000000000002,0,0
LeoLeCargo,FR,6,0.16699999999999998,1.3,0.5,6.5,7.8,0.8,234,0.812,7.2,178,2.85,1.46,0.21,0.45,-345,-2,-507,0.0,0.16699999999999998,0,0
Leon,DE,6,0.5,2.5,0.5,5.3,12.7,1.0,258,0.773,7.2,185,3.41,1.84,0.35,0.51,-122,3,-288,0.33299999999999996,0.16699999999999998,0,0
Levi,VN,8,0.375,3.8,3.1,2.8,7.3,6.7,370,0.7609999999999999,21.5,479,1.47,0.31,0.35,0.27,-180,4,213,0.375,0.0,0,1
Levy,KR,6,0.0,1.1,2.7,4.5,2.3,8.6,378,0.5660000000000001,23.7,512,1.24,0.45,0.29,0.18,-184,-8,-162,0.16699999999999998,0.33299999999999996,0,0
Licorice,CA,2,0.0,1.0,1.0,2.5,1.5,6.9,315,0.47,19.2,365,0.9,0.43,0.17,0.12,-380,-30,-624,0.5,0.0,0,1
Lider,NO,6,0.667,2.5,4.2,4.3,6.8,8.8,449,0.6859999999999999,27.4,776,0.77,0.32,0.17,0.06,560,18,373,0.16699999999999998,0.0,0,2
Life,KR,13,0.308,2.6,0.5,3.3,8.0,1.0,234,0.769,8.2,201,3.4,1.84,0.4,0.51,-38,0,-101,0.231,0.0,0,0
Light,CN,7,0.857,6.5,5.0,1.7,6.1,9.4,472,0.627,28.4,739,1.27,0.36,0.41,0.09,610,0,0,0.0,0.0,0,0
Lilipp,DE,6,0.667,2.8,3.2,5.0,11.0,1.2,298,0.688,12.6,422,3.59,1.56,0.5,0.46,389,-4,286,0.33299999999999996,0.16699999999999998,0,2
Limit,HR,5,0.8,4.5,0.6,2.4,10.2,1.0,263,0.8240000000000001,5.6,150,3.63,1.79,0.39,0.45,-211,2,14,0.2,0.0,0,0
Lindgarde,SE,7,0.429,3.5,3.6,2.7,6.0,9.1,424,0.7709999999999999,31.1,887,0.69,0.28,0.18,0.03,-32,8,-127,0.429,0.28600000000000003,0,1
Linfeng,CN,8,0.25,2.2,3.0,3.4,4.5,7.7,370,0.583,24.5,581,0.88,0.44,0.12,0.17,-441,0,0,0.0,0.0,0,0
Lira,,2,0.0,2.4,0.5,2.5,5.5,5.9,303,0.75,11.6,318,1.62,0.58,0.33,0.53,-520,-11,-536,0.5,0.0,0,0
Loading,TR,7,0.857,5.4,1.9,2.0,9.0,5.4,320,0.573,17.2,517,0.68,0.3,0.08,0.11,-624,-15,-683,0.0,0.14300000000000002,0,1
Lofti,SE,6,0.33299999999999996,2.6,3.5,3.2,4.8,7.6,374,0.5670000000000001,25.8,701,0.81,0.4,0.12,0.15,-184,-2,125,0.0,0.0,0,0
Loki,KR,2,1.0,7.0,5.5,1.5,5.0,9.0,461,0.653,22.3,519,1.1,0.41,0.18,0.24,255,6,257,0.5,0.0,0,0
Lonely,KR,8,0.0,1.0,1.1,4.3,3.0,7.7,342,0.43799999999999994,22.0,489,0.98,0.46,0.17,0.19,-464,-1,-392,0.0,0.125,0,1
Loopy,KR,6,0.0,1.0,0.2,4.7,4.3,1.0,229,0.7170000000000001,8.3,172,3.25,1.54,0.42,0.48,-62,0,-9,0.33299999999999996,0.16699999999999998,0,0
Lospa,KR,9,0.667,3.9,0.6,2.9,10.7,1.0,264,0.679,7.0,187,3.41,1.92,0.37,0.52,236,0,229,0.556,0.222,0,0
Lot,TR,6,0.667,4.6,3.3,2.0,5.8,8.0,391,0.49,19.5,579,0.95,0.3,0.19,0.12,81,4,244,0.0,0.0,0,1
Lucid,KR,11,0.727,7.1,4.0,1.7,8.2,6.6,380,0.7390000000000001,15.9,456,1.52,0.34,0.34,0.32,570,9,415,0.182,0.091,0,0
Lucy,KR,8,0.25,2.6,3.6,3.1,4.6,8.6,401,0.638,28.6,771,1.09,0.37,0.28,0.14,-109,-1,-194,0.375,0.0,0,2
Lulas,PT,9,0.556,4.3,2.3,2.9,10.1,5.3,330,0.606,12.8,377,1.12,0.22,0.25,0.16,-878,-11,-714,0.111,0.0,0,2
Luon,KR,7,0.14300000000000002,2.2,0.3,3.9,8.1,1.1,232,0.688,8.4,187,2.98,1.66,0.27,0.48,-312,4,233,0.28600000000000003,0.0,0,0
Lurox,DE,4,1.0,5.2,2.3,2.3,9.5,5.8,356,0.746,19.3,524,1.49,0.32,0.36,0.28,-31,-4,-53,0.5,0.25,0,0
Lyncas,LT,6,0.5,4.2,2.0,2.5,8.5,5.1,323,0.74,12.7,356,1.4,0.37,0.31,0.29,-500,-20,-746,0.33299999999999996,0.0,0,2
Lyonz,AR,2,0.0,2.0,0.0,3.0,6.0,1.4,210,0.7879999999999999,6.6,125,3.38,1.65,0.48,0.4,-298,13,-212,0.0,0.5,0,0
MAT,FR,6,0.16699999999999998,1.5,0.8,3.2,4.0,6.5,307,0.419,15.8,354,0.72,0.37,0.08,0.13,-663,-17,-777,0.16699999999999998,0.0,0,0
Macaquino,ES,9,0.111,2.7,2.0,2.8,5.6,8.0,365,0.7809999999999999,31.8,766,0.9,0.39,0.15,0.15,-339,-15,-254,0.222,0.0,0,1
Mafro,HR,3,1.0,17.0,2.7,0.7,8.7,6.9,408,0.711,14.2,377,0.82,0.13,0.22,0.07,644,12,703,0.667,0.0,0,0
Malrang,KR,6,0.16699999999999998,3.3,2.3,3.0,7.5,5.3,309,0.8370000000000001,16.4,320,1.44,0.27,0.36,0.25,-360,-4,-226,0.5,0.16699999999999998,0,0
Manaty,FR,7,1.0,7.6,5.6,2.6,13.9,6.8,430,0.775,19.5,586,1.28,0.31,0.21,0.34,624,20,1032,0.28600000000000003,0.14300000000000002,1,1
Marble,JP,8,0.125,2.6,2.8,2.3,3.1,9.0,395,0.7090000000000001,31.6,724,1.07,0.44,0.21,0.15,-220,2,459,0.125,0.125,0,1
Markoon,NL,4,0.5,7.0,2.0,2.0,12.0,6.0,347,0.856,14.1,411,1.13,0.23,0.25,0.19,263,7,311,0.5,0.0,0,0
Marky,ES,9,0.667,2.8,3.1,3.1,5.4,7.6,389,0.5429999999999999,23.7,646,0.95,0.41,0.11,0.19,-185,-1,-282,0.222,0.222,0,2
Marth,AT,3,0.667,6.6,7.0,1.7,4.0,9.7,474,0.436,28.0,710,0.74,0.32,0.15,0.06,-23,4,656,0.33299999999999996,0.0,0,1
Marvin,BR,2,0.0,5.7,5.5,1.5,3.0,8.3,417,0.7,30.3,694,1.05,0.47,0.26,0.25,-1138,-14,-482,0.0,0.0,0,1
Massu,CA,2,1.0,8.7,7.0,1.5,6.0,9.0,468,0.7120000000000001,24.7,684,0.95,0.36,0.22,0.11,548,8,780,0.0,0.0,0,1
MathisV,FR,6,0.5,5.5,4.5,2.5,9.2,7.9,410,0.638,26.0,819,1.03,0.4,0.19,0.22,-361,-7,-78,0.0,0.16699999999999998,0,1
Matias,FR,4,0.25,3.5,3.5,3.3,7.8,8.3,392,0.782,20.1,588,1.38,0.4,0.42,0.15,-531,-7,-337,0.25,0.0,0,0
MattyNarcy,,3,0.667,4.1,1.0,2.3,8.7,1.1,274,0.757,10.3,213,2.79,1.38,0.31,0.38,313,1,508,0.0,0.0,0,0
Mauki,AT,6,0.33299999999999996,4.5,4.0,2.3,6.5,8.8,431,0.746,29.6,787,1.1,0.39,0.23,0.05,168,3,238,0.16699999999999998,0.16699999999999998,0,0
Maxi,DK,1,1.0,7.5,4.0,2.0,11.0,6.7,386,0.6,28.6,1067,0.76,0.4,0.08,0.03,10,-32,-1181,1.0,0.0,0,1
Maynter,UA,4,0.25,3.3,3.3,2.8,5.8,6.6,358,0.505,21.9,587,1.04,0.29,0.18,0.14,45,0,96,0.0,0.0,0,1
Mentos,GR,7,0.5710000000000001,3.0,1.4,3.0,7.4,7.0,347,0.41,19.4,498,0.83,0.26,0.22,0.11,-143,-1,-22,0.0,0.28600000000000003,0,1
Mercy9,TR,5,0.4,3.4,3.4,2.8,6.2,8.9,393,0.6579999999999999,26.7,650,0.87,0.25,0.24,0.11,-583,-4,-395,0.0,0.0,0,2
Mersa,GR,4,0.5,3.0,1.5,4.8,12.8,0.9,252,0.769,7.2,214,3.46,1.98,0.33,0.52,-30,0,-372,0.25,0.0,0,0
Mietek,PL,9,0.556,3.7,4.2,3.2,7.7,7.6,397,0.5670000000000001,25.0,746,0.63,0.27,0.09,0.05,-372,-3,21,0.0,0.0,0,3
Mihile,KR,5,0.4,1.3,2.2,3.4,2.2,8.8,394,0.418,22.3,529,1.04,0.38,0.19,0.18,313,18,795,0.0,0.2,0,2
Mikyx,SI,6,0.833,3.4,0.7,3.5,11.3,1.0,262,0.8079999999999999,8.1,239,3.78,1.93,0.46,0.47,-210,-1,20,0.16699999999999998,0.16699999999999998,0,0
Milan,JP,3,0.667,5.2,3.3,3.3,14.0,8.4,428,0.752,30.1,794,1.29,0.41,0.41,0.1,217,3,281,0.0,0.33299999999999996,0,0
Miniduke,ES,9,0.667,2.7,3.7,3.4,5.6,8.5,418,0.54,26.1,676,1.03,0.33,0.28,0.13,104,-3,334,0.33299999999999996,0.0,0,6
Minous,KR,1,0.0,3.2,1.0,6.0,18.0,0.8,248,0.792,5.9,247,3.45,1.54,0.43,0.43,703,-4,195,1.0,0.0,0,0
Mir,KR,7,0.14300000000000002,2.2,3.0,3.9,5.6,6.3,358,0.718,14.7,344,1.56,0.39,0.38,0.35,-288,-5,-366,0.28600000000000003,0.28600000000000003,0,0
Mireu,KR,3,0.667,6.0,4.3,1.3,3.7,9.2,439,0.5,27.9,752,0.84,0.19,0.23,0.12,299,15,294,0.33299999999999996,0.0,0,1
Mishi,SE,8,0.5,4.5,4.9,2.4,5.8,9.4,439,0.602,25.0,769,1.04,0.32,0.3,0.12,-98,5,270,0.125,0.0,0,0
Missing,CN,8,0.75,3.0,0.6,3.5,9.9,1.1,261,0.6629999999999999,6.5,197,3.45,2.05,0.37,0.56,-4,0,0,0.0,0.0,0,0
Moham,KR,8,0.25,2.4,0.6,3.5,7.8,1.4,250,0.691,9.5,211,3.97,1.81,0.61,0.53,81,0,0,0.0,0.0,0,0
Morgan,KR,9,0.33299999999999996,2.9,3.9,3.2,5.6,8.1,400,0.612,18.6,468,1.11,0.39,0.22,0.25,71,-8,-120,0.111,0.222,0,2
Morttheus,BR,3,0.33299999999999996,4.0,4.0,2.3,5.3,9.1,426,0.685,31.9,746,1.02,0.35,0.3,0.12,139,6,-748,0.0,0.0,0,0
MrFreezed,EE,3,0.33299999999999996,3.0,5.0,3.0,4.0,8.9,436,0.728,27.3,532,0.45,0.17,0.13,0.01,-522,-3,46,0.33299999999999996,0.0,0,0
MrPhant0m,GR,6,0.5,6.1,6.7,2.2,6.5,9.2,453,0.66,30.9,882,0.88,0.3,0.24,0.05,306,7,523,0.33299999999999996,0.33299999999999996,0,3
Mxe,TR,5,0.6,3.6,0.4,3.0,10.4,1.0,243,0.78,7.5,161,3.61,1.89,0.44,0.59,237,-1,-200,0.6,0.0,0,0
Myrtus,FR,4,0.0,0.8,0.5,6.5,4.5,1.3,228,0.7929999999999999,10.7,229,3.05,1.45,0.48,0.38,-300,8,96,0.25,0.0,0,0
Myrwn,ES,6,0.833,5.2,2.7,1.5,5.2,7.9,398,0.496,21.7,660,0.84,0.24,0.19,0.14,129,2,179,0.0,0.0,0,1
Naak Nako,TR,6,0.5,1.9,2.3,3.2,3.7,8.0,384,0.44799999999999995,23.8,653,0.9,0.38,0.13,0.15,-332,-7,-171,0.0,0.0,0,1
Nafkelah,ME,6,0.833,10.6,5.0,1.3,9.2,8.3,437,0.718,30.2,763,0.85,0.39,0.15,0.12,679,11,304,0.33299999999999996,0.0,0,1
Namgung,KR,9,0.222,2.0,0.7,4.8,8.7,1.1,239,0.736,7.2,194,3.88,2.04,0.5,0.59,-99,-5,-379,0.444,0.33299999999999996,0,0
Nano,AT,3,0.33299999999999996,2.5,5.3,3.7,4.0,8.6,426,0.632,30.3,678,1.12,0.35,0.25,0.19,439,-5,-190,0.0,0.33299999999999996,0,3
Nasut,PL,7,0.0,1.0,2.4,7.1,5.0,5.7,332,0.722,19.0,482,0.75,0.1,0.17,0.04,-398,-2,-58,0.429,0.14300000000000002,0,2
Nemesis,SI,6,1.0,11.3,2.5,1.0,8.8,8.5,418,0.601,20.3,538,0.66,0.21,0.18,0.01,232,1,-22,0.16699999999999998,0.0,0,0
Neon,SK,5,0.4,4.3,6.6,2.8,5.4,9.1,436,0.722,34.8,858,1.01,0.33,0.34,0.11,705,7,286,1.0,0.0,0,1
Neramin,TR,7,0.5710000000000001,5.5,7.0,2.3,5.6,7.4,422,0.645,23.9,658,0.37,0.17,0.1,0.02,77,-2,84,0.28600000000000003,0.0,0,0
Niceguyben,DE,3,0.33299999999999996,2.2,1.7,3.0,5.0,8.2,387,0.335,19.7,506,0.69,0.35,0.06,0.04,-386,-15,260,0.0,0.0,0,0
NightSlayer,UA,3,0.33299999999999996,3.1,2.3,2.3,5.0,7.7,361,0.479,17.2,391,0.72,0.18,0.16,0.08,-233,-7,-157,0.0,0.0,0,2
Nikolex,GR,7,0.5710000000000001,2.9,2.0,3.6,8.3,5.0,310,0.5,26.8,352,1.04,0.23,0.23,0.16,-54,-1,6,0.14300000000000002,0.0,0,1
